MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
3.2219,31.0,4.825958702064896,1.12094395280236,1468.0,4.330383480825959,36.51,-121.44,1.147
2.4028,19.0,4.3478260869565215,0.917391304347826,572.0,2.4869565217391303,34.1,-117.39,1.125
7.1572,25.0,7.705882352941178,1.0341555977229602,1623.0,3.079696394686907,33.76,-118.04,2.949
3.4115,16.0,5.408719346049045,1.0504087193460492,1202.0,1.6376021798365124,33.62,-117.64,1.848
5.1356,10.0,5.144312393887946,0.9745331069609507,1623.0,2.7555178268251272,37.26,-121.82,2.187
5.1185,15.0,6.2020905923344944,1.0331010452961673,1757.0,3.0609756097560976,32.85,-116.89,1.853
4.5943,10.0,4.469437652811736,1.1075794621026895,1356.0,3.3154034229828846,37.29,-121.83,1.235
1.425,43.0,3.6909090909090914,1.018181818181818,1805.0,4.102272727272728,37.96,-121.27,0.613
5.6428,43.0,4.980582524271845,0.9514563106796116,266.0,2.5825242718446604,34.01,-118.46,3.431
4.7727,35.0,6.0,0.9644549763033176,1338.0,3.170616113744076,34.27,-119.25,2.19
3.375,47.0,4.473684210526316,0.943609022556391,540.0,2.030075187969925,37.72,-122.15,1.983
3.2105,28.0,5.91820580474934,1.0527704485488127,1464.0,3.8627968337730874,34.08,-117.18,0.903
2.2375,19.0,4.742105263157895,0.963157894736842,700.0,3.684210526315789,36.94,-120.06,0.643
4.1379,3.0,4.458029197080292,1.1624087591240877,1033.0,1.885036496350365,33.56,-117.7,1.833
3.5128,23.0,5.177777777777779,0.9506172839506172,911.0,2.2493827160493827,36.74,-119.69,1.216
5.6506,10.0,7.092150170648464,1.0392491467576792,1878.0,3.204778156996587,37.99,-121.79,1.786
2.5388,15.0,3.887173396674585,1.0629453681710217,1872.0,2.2232779097387168,32.85,-116.93,1.19
2.4167,31.0,4.105263157894736,1.0202429149797572,1064.0,4.307692307692308,34.03,-118.17,1.255
6.2356,42.0,4.636085626911315,1.0428134556574924,634.0,1.9388379204892967,33.88,-118.4,4.727
4.8304,32.0,4.929648241206031,0.9723618090452262,1274.0,3.201005025125628,33.95,-118.08,1.606
4.0764,32.0,4.979716024340772,1.1277890466531442,989.0,2.006085192697769,34.16,-118.36,3.25
4.8152,36.0,5.637323943661972,1.0211267605633805,715.0,2.517605633802817,33.97,-118.03,2.324
6.1805,18.0,5.876388888888888,1.0111111111111108,2030.0,2.8194444444444446,32.86,-117.19,2.724
12.0933,10.0,8.179012345679013,1.1666666666666667,427.0,2.635802469135802,37.98,-122.46,5.00001
2.5806,20.0,5.568438003220612,1.0483091787439611,1465.0,2.359098228663446,35.44,-119.01,0.825
3.5707,29.0,5.50379746835443,1.058227848101266,1030.0,2.607594936708861,34.21,-118.22,3.417
1.0649,43.0,3.5646258503401365,1.0612244897959184,1320.0,4.489795918367347,38.56,-121.51,1.375
2.9,19.0,6.183510638297872,1.1436170212765957,967.0,2.5718085106382977,38.75,-120.7,1.587
2.108,52.0,5.24468085106383,0.946808510638298,189.0,2.0106382978723403,38.75,-121.28,0.838
1.5743,31.0,4.544871794871796,0.9807692307692308,1219.0,3.907051282051282,35.36,-118.97,0.467
1.7898,35.0,4.970394736842105,1.0394736842105263,892.0,2.9342105263157894,37.96,-121.26,0.635
2.9414,20.0,4.6776470588235295,0.9976470588235294,1277.0,3.0047058823529413,33.77,-117.97,1.622
3.1065,36.0,4.710594315245479,1.0594315245478036,1589.0,4.105943152454779,37.35,-121.93,2.341
5.0391,28.0,5.867796610169492,1.0,810.0,2.7457627118644066,37.91,-122.07,2.5980000000000003
2.1078,43.0,4.707520891364903,1.0557103064066853,1017.0,2.832869080779944,34.03,-118.36,1.335
2.3466,28.0,5.227777777777779,0.9722222222222222,588.0,3.2666666666666666,36.3,-119.65,0.534
2.4207,31.0,3.850202429149797,1.1214574898785423,1485.0,3.0060728744939267,37.32,-121.92,1.656
2.5603,52.0,3.608235294117647,1.0235294117647058,2122.0,2.4964705882352938,37.8,-122.42,2.875
4.0781,36.0,5.605263157894738,0.9736842105263158,699.0,2.6278195488721803,33.85,-118.15,2.173
6.3258,16.0,6.412621359223301,1.087378640776699,650.0,3.155339805825242,37.06,-121.96,3.9
5.9333,17.0,6.917748917748918,0.9610389610389608,1581.0,3.4220779220779223,33.95,-117.55,2.294
2.918,39.0,3.891737891737892,1.0446343779677112,2054.0,1.9506172839506173,34.0,-118.46,3.4560000000000004
3.6648,34.0,4.297539149888143,0.9440715883668904,1230.0,2.751677852348993,34.06,-117.94,1.939
2.5363,16.0,5.279411764705882,1.0647058823529412,1642.0,4.829411764705882,37.07,-120.85,0.863
5.276,23.0,6.845559845559846,1.0675675675675675,1533.0,2.95945945945946,33.19,-117.34,2.245
8.2673,21.0,7.539614561027838,0.9571734475374732,1396.0,2.989293361884368,37.87,-122.03,3.587
1.7427,32.0,4.757575757575758,1.0171277997364954,2060.0,2.7140974967061924,40.69,-122.36,0.606
2.9569,27.0,6.233082706766917,1.1954887218045114,2362.0,4.439849624060151,33.82,-116.49,0.659
3.0288,40.0,5.125506072874495,1.040485829959514,547.0,2.214574898785425,38.13,-121.73,1.644
4.0679,24.0,6.347394540942927,1.0496277915632757,1149.0,2.8511166253101736,38.91,-121.11,1.905
6.2475,26.0,5.824561403508773,0.95906432748538,980.0,2.865497076023392,37.34,-122.02,3.5
11.1557,24.0,7.921875,1.0885416666666667,539.0,2.8072916666666665,37.24,-122.04,5.00001
3.825,27.0,4.5245098039215685,0.9117647058823528,1014.0,4.970588235294118,33.88,-118.08,1.595
1.6023,35.0,6.3235294117647065,1.3235294117647058,100.0,2.9411764705882355,37.95,-122.37,0.813
7.9013,5.0,8.31929347826087,1.1209239130434785,2440.0,3.315217391304348,34.3,-118.67,3.93
1.6838,19.0,4.350746268656716,0.8432835820895522,531.0,3.9626865671641776,32.7,-115.4,0.958
1.6607,37.0,4.031578947368422,0.9947368421052633,639.0,3.363157894736842,36.08,-119.56,0.421
5.7358,7.0,6.450746268656716,0.9711442786069652,3269.0,3.25273631840796,32.63,-117.01,2.216
2.4196,34.0,3.520208604954368,0.9947848761408083,2815.0,3.670143415906128,33.97,-118.19,1.784
3.46,32.0,6.8843137254901965,1.2666666666666666,1733.0,3.3980392156862744,34.71,-117.96,1.239
8.4196,21.0,7.207476635514019,1.022429906542056,1422.0,2.6579439252336448,34.15,-118.58,4.507
2.8261,19.0,4.34156976744186,0.9825581395348836,1782.0,2.5901162790697674,38.34,-122.7,1.545
4.1042,36.0,5.822085889570554,1.0061349693251531,502.0,3.079754601226994,33.92,-118.25,1.244
2.3889,6.0,6.316614420062696,1.2946708463949843,992.0,3.1097178683385582,36.09,-119.57,0.532
4.559,23.0,6.556213017751478,1.118343195266272,1006.0,2.976331360946745,40.51,-122.24,1.168
2.3108,28.0,5.134357005758157,1.0115163147792707,1392.0,2.671785028790787,36.76,-119.71,0.72
4.8047,15.0,4.933515482695809,1.0919854280510015,2593.0,2.3615664845173043,37.53,-122.28,4.38
1.1912,32.0,6.356164383561644,1.6164383561643836,703.0,2.4075342465753424,38.97,-122.65,0.6
4.8611,35.0,7.15748031496063,1.4488188976377954,682.0,2.6850393700787403,37.09,-122.02,2.4
2.1971,52.0,3.0926640926640925,1.05019305019305,639.0,2.467181467181468,37.75,-122.42,2.75
2.25,14.0,4.734335839598997,1.1804511278195489,853.0,2.137844611528822,39.22,-121.04,1.125
1.7866,25.0,1.6785714285714286,1.0663265306122451,2796.0,3.5663265306122454,34.05,-118.27,3.25
4.285,34.0,5.208469055374593,0.9641693811074918,938.0,3.055374592833876,33.87,-117.95,1.849
4.4559,21.0,4.778645833333333,1.1119791666666667,1038.0,2.703125,33.81,-118.19,1.985
5.3363,9.0,6.284931506849315,1.0657534246575342,1142.0,3.128767123287671,38.01,-121.93,1.608
4.0027,13.0,5.785185185185185,1.0098765432098766,1347.0,3.3259259259259264,36.75,-119.69,0.931
3.9009,33.0,4.272030651340996,0.9578544061302682,1168.0,4.475095785440613,37.28,-121.83,1.786
5.0194,38.0,5.961206896551723,1.0258620689655171,649.0,2.7974137931034484,33.97,-117.4,1.489
3.6375,26.0,4.933774834437086,1.0662251655629138,247.0,1.6357615894039734,33.86,-117.92,1.339
2.785,36.0,5.289029535864978,0.9831223628691984,1227.0,2.588607594936709,36.77,-119.76,0.723
3.0197,28.0,4.266666666666667,1.1,214.0,3.566666666666667,36.67,-121.64,1.375
4.5417,21.0,5.9035087719298245,1.0460526315789471,1330.0,2.9166666666666665,34.25,-118.47,2.389
4.6806,18.0,4.633802816901408,1.0140845070422535,209.0,2.943661971830986,33.86,-117.85,1.875
1.6522,37.0,4.897435897435898,1.0073260073260073,767.0,2.8095238095238093,35.31,-119.0,0.5329999999999999
7.5794,37.0,6.8773946360153255,1.091954022988506,791.0,3.0306513409961684,37.35,-122.09,5.00001
1.4727,33.0,5.0773809523809526,1.0694444444444444,1583.0,3.1408730158730163,39.13,-121.61,0.53
9.9055,19.0,9.830769230769231,1.1692307692307693,822.0,3.1615384615384614,33.81,-117.82,4.569
3.6118,34.0,5.459363957597172,1.047703180212014,1588.0,2.8056537102473498,38.0,-121.79,1.247
2.4069,52.0,3.538116591928252,1.0919282511210762,879.0,1.97085201793722,32.73,-117.17,2.15
5.8324,17.0,6.457960644007156,1.0608228980322003,1734.0,3.1019677996422184,36.9,-121.29,3.742
4.9013,45.0,5.635220125786162,0.9465408805031448,829.0,2.606918238993711,37.56,-122.31,3.301
5.2108,31.0,5.846153846153847,1.0839160839160842,1604.0,2.804195804195804,37.34,-122.0,3.515
1.7446,23.0,3.776422764227642,1.1199186991869918,1506.0,3.0609756097560976,32.75,-117.1,0.852
1.8929,30.0,2.96875,1.0477941176470589,1245.0,2.2886029411764706,34.14,-118.25,1.969
3.0469,25.0,6.386666666666668,1.149333333333333,983.0,2.6213333333333333,40.66,-123.74,1.36
3.1875,31.0,5.46218487394958,1.0728291316526608,870.0,2.4369747899159657,34.17,-118.57,5.00001
3.8672,15.0,5.437333333333332,1.024,1178.0,3.1413333333333333,38.11,-121.27,1.2009999999999998
2.375,10.0,4.064456721915287,1.1860036832412524,2232.0,4.110497237569061,34.95,-120.45,0.985
2.9083,14.0,3.6482084690553744,1.0390879478827362,982.0,3.1986970684039084,33.76,-118.0,1.7919999999999998
3.4265,52.0,4.703448275862068,1.0367816091954023,944.0,2.170114942528736,34.07,-118.36,4.569
2.6944,36.0,5.333333333333333,1.0526315789473684,647.0,2.8377192982456134,40.54,-122.38,0.753
2.053,31.0,2.348333333333333,1.0433333333333332,4126.0,3.438333333333333,34.05,-118.29,2.292
6.0571,17.0,6.207598371777476,1.0366350067842605,2054.0,2.7869742198100407,33.92,-117.87,2.724
4.0398,23.0,5.154782608695652,1.0469565217391303,3570.0,3.1043478260869564,33.77,-117.85,2.331
3.755,15.0,5.363076923076923,0.953846153846154,1011.0,3.1107692307692307,36.81,-119.85,0.68
2.0926,11.0,4.134939759036143,0.9734939759036144,722.0,1.7397590361445785,38.61,-121.34,1.661
10.1248,25.0,7.545454545454546,0.9710743801652892,1525.0,3.150826446280992,34.06,-117.87,4.285
2.0524,31.0,3.602094240837696,1.068062827225131,2461.0,4.294938917975567,33.97,-118.14,1.608
3.55,20.0,6.138823529411765,1.128235294117647,2302.0,2.708235294117647,34.12,-118.05,4.767
4.05,20.0,6.220264317180617,0.9955947136563876,700.0,3.0837004405286343,38.67,-121.22,1.307
1.7158,37.0,4.285333333333333,1.0053333333333334,1526.0,4.069333333333334,33.91,-118.24,0.943
2.625,23.0,4.728888888888889,0.9822222222222222,1047.0,2.3266666666666667,36.8,-119.72,0.715
5.3307,25.0,5.12037037037037,0.9583333333333334,888.0,4.111111111111111,33.84,-118.23,2.07
2.6023,26.0,13.985507246376812,2.833333333333333,307.0,2.2246376811594204,39.26,-120.01,1.393
1.8564,37.0,3.814814814814815,1.0507544581618655,2586.0,3.5473251028806585,34.03,-118.3,1.875
3.1546,34.0,4.669576059850374,1.1945137157107233,1622.0,2.0224438902743143,36.98,-121.95,2.612
4.6649,24.0,5.631703470031546,1.0488958990536277,3418.0,2.6955835962145107,33.72,-118.04,2.378
3.6995,38.0,5.2885032537960965,0.9587852494577006,1308.0,2.837310195227765,34.1,-118.06,2.6010000000000004
3.1462,19.0,2.76530612244898,1.119047619047619,2079.0,1.4142857142857144,37.78,-122.42,1.875
6.8279,2.0,8.78297161936561,1.2737896494156928,1460.0,2.437395659432388,33.51,-117.7,2.79
3.636,9.0,5.994983277591972,1.137123745819398,1800.0,3.0100334448160537,38.11,-120.91,1.331
5.2853,31.0,5.169444444444443,1.1944444444444444,736.0,2.0444444444444443,34.15,-118.42,3.559
1.3134,48.0,3.6625,1.1,1859.0,4.6475,34.02,-118.26,0.962
3.8464,17.0,3.699692307692308,1.0689230769230769,3539.0,2.1778461538461538,37.36,-122.0,2.394
3.275,34.0,5.45945945945946,1.054054054054054,1293.0,2.9121621621621623,33.93,-118.01,1.899
3.4531,26.0,4.983935742971887,1.0562248995983936,2563.0,3.431057563587684,36.61,-121.83,1.331
6.776,21.0,6.753371868978807,1.0240847784200386,3331.0,3.2090558766859343,34.37,-118.55,2.781
7.0735,14.0,8.056485355648535,1.1171548117154813,2052.0,4.292887029288703,37.38,-121.87,3.3560000000000003
1.4952,42.0,5.00990099009901,1.264026402640264,656.0,2.165016501650165,39.88,-123.71,0.698
4.5658,33.0,5.74468085106383,1.2644376899696048,859.0,2.610942249240121,33.62,-117.93,5.00001
1.9032,15.0,4.3313953488372094,1.056201550387597,1376.0,2.6666666666666665,39.14,-123.21,1.0
11.1978,32.0,7.270343580470163,1.0316455696202531,2768.0,2.5027124773960217,34.1,-118.47,5.00001
5.1408,36.0,4.12303664921466,0.9921465968586388,1036.0,2.712041884816754,37.4,-122.09,2.647
1.9236,52.0,4.5064935064935066,1.0909090909090908,558.0,2.415584415584416,34.07,-117.65,1.172
1.6667,13.0,4.015923566878982,1.1449044585987258,1381.0,2.1990445859872607,40.91,-124.08,0.7879999999999999
5.1178,28.0,5.839541547277937,0.9426934097421203,947.0,2.713467048710602,37.98,-122.26,1.98
4.9135,52.0,6.676549865229111,1.0377358490566038,993.0,2.67654986522911,34.16,-118.25,3.681
4.1115,35.0,4.908333333333333,0.9958333333333332,1659.0,3.45625,33.79,-117.98,1.797
2.4931,36.0,3.668639053254438,1.0325443786982251,1383.0,4.091715976331361,34.07,-118.1,1.703
1.9963,52.0,4.507352941176472,0.9889705882352942,693.0,2.547794117647059,34.07,-117.32,0.769
4.4597,29.0,5.6157894736842096,1.1228070175438596,1722.0,3.0210526315789474,37.14,-122.11,2.041
6.1228,17.0,6.6650793650793645,0.9984126984126984,2020.0,3.2063492063492065,37.55,-122.28,3.757
1.9219,31.0,3.871401151631478,1.0863723608445297,2063.0,3.9596928982725528,33.97,-118.28,1.07
10.6349,24.0,6.340361445783132,1.0421686746987953,712.0,2.144578313253012,33.53,-117.76,5.00001
2.1767,45.0,4.841059602649007,1.0198675496688745,924.0,3.0596026490066226,37.74,-122.39,1.853
3.0862,35.0,4.6978967495219885,1.0554493307839388,1159.0,2.216061185468451,34.05,-118.37,3.4530000000000003
4.1304,27.0,4.683727034120736,0.9986876640419948,3339.0,4.381889763779528,34.09,-117.97,1.605
2.8919,52.0,5.140506329113924,1.089873417721519,2290.0,2.8987341772151898,34.1,-118.14,2.584
2.8058,47.0,3.5497237569060776,1.0814917127071824,3107.0,4.291436464088398,37.48,-122.22,2.295
2.8512,35.0,5.525333333333332,1.0266666666666666,1029.0,2.744,40.58,-122.41,0.7559999999999999
7.9213,44.0,6.44811320754717,0.9787735849056604,1057.0,2.4929245283018866,34.13,-118.18,4.7780000000000005
3.375,15.0,5.342657342657343,1.013986013986014,366.0,2.55944055944056,38.78,-122.59,1.031
3.62,4.0,4.9629331184528604,1.216760676873489,2649.0,2.1345688960515714,37.69,-121.89,1.393
2.2827,48.0,5.049586776859504,1.0909090909090908,947.0,2.608815426997245,35.36,-119.02,0.7
3.29,32.0,4.281675392670157,1.0209424083769634,3775.0,3.952879581151832,34.07,-118.08,2.055
2.5455,32.0,3.878787878787879,1.0389610389610389,548.0,2.3722943722943723,35.28,-120.65,1.659
4.2132,36.0,5.3478260869565215,0.9937888198757764,794.0,2.4658385093167703,34.11,-118.01,2.122
2.7457,37.0,5.632727272727273,1.0945454545454545,863.0,3.138181818181818,38.16,-122.41,2.547
2.7138,8.0,6.931897150799166,1.2112578179291174,6835.0,4.749826268241836,35.43,-116.57,0.225
2.2429,26.0,3.4608208955223883,1.0317164179104477,1109.0,2.069029850746269,34.1,-117.66,1.5
3.1389,35.0,4.813895781637717,0.9528535980148884,1177.0,2.9205955334987594,38.25,-122.03,1.011
2.0,44.0,4.760479041916168,1.083832335329341,716.0,4.287425149700598,33.94,-118.26,0.903
3.1349,29.0,4.321937321937322,1.0427350427350428,1776.0,2.52991452991453,34.27,-118.33,2.302
1.2206,20.0,3.9465408805031448,1.1320754716981132,1201.0,3.776729559748428,33.79,-118.18,1.625
2.5972,29.0,4.037974683544304,0.8955696202531646,1216.0,3.848101265822785,34.08,-117.71,1.3430000000000002
4.5221,16.0,6.125,1.1590909090909092,667.0,2.5265151515151514,37.22,-121.77,1.911
8.401,26.0,7.530805687203793,1.056872037914692,542.0,2.5687203791469195,37.83,-122.2,3.512
1.7961,35.0,4.081850533807828,1.0320284697508897,818.0,2.9110320284697515,34.01,-118.3,1.117
4.1378,24.0,4.582306830907054,1.0,2819.0,3.156774916013438,33.83,-118.29,2.165
1.8125,45.0,2.541284403669725,0.981651376146789,888.0,4.073394495412844,34.03,-118.22,1.396
3.1814,28.0,5.677811550151977,1.0638297872340423,898.0,2.729483282674772,36.83,-119.69,0.789
3.1779,17.0,4.787356321839081,1.0842911877394636,781.0,1.4961685823754791,33.61,-117.75,1.865
7.3028,45.0,6.849180327868853,1.0229508196721309,834.0,2.734426229508197,34.04,-118.39,5.00001
3.3616,35.0,5.8893280632411065,1.0,705.0,2.7865612648221343,34.15,-117.27,0.953
3.625,25.0,5.405172413793104,1.0377155172413792,2133.0,2.2984913793103448,36.82,-119.78,0.895
2.9125,21.0,5.240963855421687,1.1566265060240963,219.0,2.6385542168674703,37.76,-120.83,1.125
5.7709,4.0,5.181347150259066,1.093264248704663,833.0,2.1580310880829017,33.65,-117.58,1.903
1.9386,33.0,4.384418901660282,1.0025542784163477,1806.0,2.3065134099616857,36.79,-119.79,0.675
10.3953,8.0,8.225071225071225,1.0,1176.0,3.3504273504273505,33.58,-117.69,5.00001
7.866,36.0,6.656957928802589,1.064724919093851,658.0,2.129449838187702,33.56,-117.79,5.00001
4.6694,28.0,6.181425485961123,1.0323974082073435,1384.0,2.9892008639308854,34.89,-120.43,1.582
4.0631,9.0,5.677859391395593,1.0461699895068206,6241.0,3.2743966421825808,35.3,-119.05,0.882
2.9821,31.0,5.936619718309858,1.204225352112676,1504.0,3.5305164319248825,33.92,-117.5,1.156
3.1771,52.0,4.8279069767441865,1.0232558139534884,482.0,2.2418604651162792,37.77,-122.25,2.102
1.0625,20.0,4.546511627906976,1.0116279069767442,523.0,2.0271317829457365,39.75,-121.62,0.928
5.5106,10.0,5.789976133651551,1.0167064439140812,966.0,2.305489260143198,34.6,-120.12,2.909
1.8438,35.0,4.623853211009174,1.1559633027522935,323.0,2.963302752293578,37.74,-122.18,0.905
1.8641,43.0,3.5779967159277506,1.1198686371100164,2624.0,4.308702791461412,34.01,-118.26,1.082
3.8611,32.0,5.132978723404255,0.9734042553191492,568.0,3.021276595744681,38.7,-121.46,0.939
5.0814,25.0,5.29404309252218,1.0544993662864386,2123.0,2.6907477820025347,33.8,-118.34,4.468
2.2311,52.0,2.879120879120879,0.989010989010989,756.0,2.769230769230769,34.1,-118.32,2.063
2.8711,48.0,4.419700214132762,1.0364025695931478,1055.0,2.259100642398287,37.76,-122.47,3.2960000000000003
3.9643,46.0,5.526315789473684,1.0526315789473684,69.0,3.631578947368421,34.0,-118.41,2.75
4.7143,17.0,6.466666666666668,1.0646464646464646,1244.0,2.5131313131313133,38.46,-122.68,2.029
2.9624,16.0,4.414079822616409,1.0426829268292683,3769.0,2.0892461197339247,32.77,-117.04,1.4469999999999998
3.9219,35.0,4.76948051948052,0.9935064935064936,1285.0,4.172077922077921,34.03,-117.92,1.595
2.4003,14.0,5.05892547660312,1.197573656845754,1896.0,3.2859618717504326,35.1,-120.61,1.421
3.567,52.0,4.550632911392405,1.0253164556962024,1340.0,2.1202531645569622,37.76,-122.25,2.529
6.5474,29.0,7.090909090909091,0.9893048128342246,586.0,3.1336898395721926,34.19,-118.86,4.229
5.0956,21.0,5.808917197452228,1.0414012738853504,2266.0,3.6082802547770703,33.7,-117.87,2.46
2.1542,27.0,3.1821428571428565,1.0,1785.0,3.1875,32.66,-117.1,1.063
6.2513,14.0,6.244623655913978,1.0026881720430108,1057.0,2.841397849462365,33.05,-117.26,2.4090000000000003
10.6605,50.0,7.3794642857142865,1.125,641.0,2.8616071428571432,37.73,-122.47,5.00001
1.775,44.0,4.299270072992701,0.9489051094890508,504.0,3.678832116788321,34.1,-117.3,0.634
4.6635,28.0,6.417266187050361,1.118705035971223,735.0,2.643884892086331,37.64,-122.1,2.067
4.3125,52.0,4.242424242424242,1.019283746556474,1136.0,3.1294765840220387,37.74,-122.42,2.43
3.1667,36.0,5.560640732265446,0.9748283752860412,1199.0,2.7437070938215102,38.53,-121.43,0.8190000000000001
3.3534,26.0,6.087096774193548,1.1548387096774193,1913.0,3.085483870967741,34.13,-117.24,0.989
1.7167,24.0,5.4,1.273170731707317,768.0,3.7463414634146335,39.1,-121.59,0.488
6.5954,17.0,7.683018867924527,1.0264150943396226,713.0,2.690566037735849,33.44,-117.61,3.462
5.0206,8.0,6.5,0.986206896551724,835.0,2.8793103448275863,34.95,-120.4,2.61
4.6727,5.0,5.395330739299611,1.0202334630350194,3845.0,2.9922178988326853,34.02,-117.57,1.589
4.4821,33.0,6.22463768115942,1.0434782608695652,421.0,3.0507246376811588,34.15,-117.94,2.201
2.2917,34.0,4.367857142857143,1.0035714285714286,824.0,2.9428571428571435,37.74,-122.17,0.925
1.7875,18.0,5.270440251572327,1.0440251572327044,733.0,2.3050314465408803,39.76,-121.58,1.038
3.1591,19.0,6.452132701421801,1.1033175355450238,2703.0,2.562085308056872,33.71,-116.91,1.897
1.4625,43.0,5.144,1.16,2400.0,3.84,38.53,-121.47,0.544
2.125,17.0,16.8125,4.421875,171.0,2.671875,39.4,-120.09,0.8390000000000001
2.1827,52.0,4.3442307692307685,1.0326923076923078,957.0,1.8403846153846155,38.45,-122.71,1.888
2.6637,14.0,3.925438596491228,1.0789473684210529,1933.0,2.1195175438596494,35.34,-119.05,1.75
1.9643,32.0,3.882249560632689,1.149384885764499,1718.0,3.0193321616871707,34.06,-117.72,1.132
5.5124,34.0,3.9156626506024095,0.7228915662650602,433.0,5.216867469879519,34.26,-118.44,1.743
2.2813,21.0,5.207272727272726,1.0327272727272727,862.0,3.1345454545454547,39.42,-121.71,0.5760000000000001
2.5326,42.0,3.930278884462152,1.0159362549800797,1841.0,3.667330677290837,34.01,-118.14,1.565
4.7685,5.0,4.331352154531946,1.0950965824665675,3959.0,1.96087171867261,37.39,-122.04,2.801
0.76,10.0,2.6515151515151514,1.0545454545454545,546.0,1.6545454545454543,37.81,-122.27,1.625
6.0,34.0,6.566298342541437,1.0,1055.0,2.914364640883978,34.23,-118.23,3.671
2.1667,36.0,6.573099415204679,1.0760233918128654,504.0,2.9473684210526314,39.18,-121.43,0.938
